brand,model,year,mileage,condition,price
BMW,SUV,2022,112617,Fair,25738.3
Honda,Hybrid,2012,81379,Fair,2000.0
BMW,Sedan,2016,42786,Excellent,18721.4
BMW,Luxury,2018,35889,Good,22411.1
Honda,Luxury,2012,106523,Excellent,2000.0
Toyota,SUV,2019,95062,Fair,7993.799999999999
BMW,Hybrid,2019,112017,Excellent,16298.3
Toyota,Sedan,2015,144424,Excellent,2000.0
Ford,Sedan,2023,47648,Excellent,13735.2
Honda,SUV,2016,113412,Fair,2000.0
Ford,Luxury,2013,118006,Excellent,2000.0
Tesla,Luxury,2016,105929,Good,12407.099999999999
Ford,Hybrid,2013,66158,Fair,2000.0
Toyota,SUV,2021,140703,Good,6429.699999999999
Tesla,Sedan,2010,61043,Fair,7895.7
BMW,Luxury,2017,103835,Fair,14116.5
BMW,Sedan,2016,16085,Fair,21391.5
BMW,Hybrid,2016,121614,Fair,10838.599999999999
Honda,Hybrid,2016,43889,Fair,3611.0999999999995
Toyota,Sedan,2023,42344,Excellent,14265.599999999999
Honda,SUV,2018,29918,Good,13008.2
Tesla,Sedan,2021,140452,Excellent,16454.8
BMW,Sedan,2016,134934,Excellent,9506.599999999999
Toyota,Hybrid,2020,87505,Good,5249.5
Ford,Sedan,2013,148311,Good,2000.0
Tesla,Hybrid,2023,103246,Excellent,23175.4
Ford,SUV,2013,48775,Fair,3622.5
Tesla,Luxury,2018,6713,Fair,25328.7
Toyota,Sedan,2018,255,Fair,10974.5
Ford,Hybrid,2017,142945,Fair,2000.0
BMW,Sedan,2012,36021,Excellent,13397.9
BMW,Hybrid,2017,58294,Excellent,18670.6
Ford,Luxury,2010,130955,Fair,2000.0
Toyota,SUV,2020,100664,Fair,8933.599999999999
Ford,Hybrid,2011,69747,Excellent,2000.0
Ford,Hybrid,2012,101753,Fair,2000.0
Toyota,Luxury,2018,22169,Good,8783.1
Ford,SUV,2017,57114,Good,8788.599999999999
Tesla,Hybrid,2014,72560,Excellent,12744.0
Toyota,Hybrid,2020,135781,Excellent,2000.0
Ford,SUV,2017,28501,Good,11649.9
Tesla,Hybrid,2022,127856,Fair,19214.4
BMW,Hybrid,2011,116490,Good,3851.0
Honda,Hybrid,2017,3900,Fair,9110.0
Tesla,Luxury,2019,37244,Fair,23775.6
Toyota,Luxury,2019,132644,Good,2000.0
Ford,Hybrid,2022,87585,Excellent,8241.5
Honda,SUV,2019,117426,Excellent,5757.4
Ford,Luxury,2019,6972,Fair,11802.8
BMW,Sedan,2010,129100,Fair,2000.0
Ford,Luxury,2014,54468,Fair,2000.0
Toyota,Luxury,2013,62635,Good,2000.0
BMW,Hybrid,2018,1150,Good,25885.0
BMW,Luxury,2011,110507,Good,4449.299999999999
Honda,Hybrid,2012,119894,Excellent,2000.0
Ford,Sedan,2018,17248,Good,9275.2
Toyota,SUV,2012,53664,Good,2000.0
Ford,Luxury,2021,110103,Excellent,4489.699999999999
Honda,SUV,2022,96313,Fair,12368.699999999999
BMW,Sedan,2019,37086,Excellent,23791.4
BMW,Sedan,2017,113507,Good,13149.3
Honda,Hybrid,2023,40801,Excellent,14419.9
Toyota,Luxury,2014,104031,Excellent,2000.0
BMW,SUV,2015,79038,Excellent,18596.2
BMW,Hybrid,2013,120611,Excellent,6438.9
Ford,Hybrid,2010,113509,Good,2000.0
BMW,Hybrid,2014,45866,Good,15413.4
BMW,Sedan,2015,34178,Good,18082.2
Ford,SUV,2015,138441,Fair,2000.0
BMW,Luxury,2014,84793,Fair,11520.699999999999
Honda,Hybrid,2020,7933,Excellent,13206.7
Tesla,SUV,2018,96042,Excellent,21395.8
Ford,Luxury,2015,6914,Fair,5808.6
BMW,Luxury,2014,11073,Excellent,18892.7
BMW,Hybrid,2016,4028,Good,22597.2
Honda,Luxury,2023,40069,Excellent,14493.1
BMW,Hybrid,2013,39473,Excellent,14552.7
Ford,Luxury,2015,84808,Excellent,2000.0
BMW,Sedan,2021,121429,Good,18357.1
Tesla,Luxury,2016,139018,Good,9098.199999999999
Honda,Luxury,2013,141551,Fair,2000.0
Tesla,Sedan,2013,66628,Fair,11837.2
Honda,SUV,2011,64175,Fair,2000.0
BMW,Luxury,2018,17612,Excellent,24238.8
Toyota,SUV,2013,557,Fair,8444.3
Ford,Sedan,2022,27677,Good,14232.3
Toyota,SUV,2023,97124,Excellent,13787.6
Tesla,Hybrid,2021,100868,Good,20413.199999999997
Toyota,Luxury,2019,149338,Fair,2000.0
Ford,SUV,2013,88211,Fair,2000.0
Ford,Hybrid,2012,26011,Good,2000.0
Tesla,Hybrid,2014,26667,Excellent,17333.3
Ford,Hybrid,2017,90316,Excellent,2000.0
Toyota,Hybrid,2013,114875,Good,2000.0
Honda,Luxury,2020,89312,Good,5068.799999999999
Tesla,SUV,2020,8181,Fair,33181.9
Honda,SUV,2019,11431,Fair,16356.9
Toyota,Hybrid,2019,88645,Excellent,3635.5
Honda,Luxury,2012,123855,Good,2000.0
BMW,SUV,2013,43368,Fair,19163.2
Toyota,Sedan,2014,18841,Fair,3115.8999999999996
BMW,Luxury,2013,111663,Fair,7333.699999999999
Tesla,Sedan,2019,1218,Excellent,27378.2
Honda,Luxury,2016,120147,Good,2000.0
BMW,SUV,2013,19741,Good,21525.9
Ford,Hybrid,2016,100428,Good,2000.0
Honda,Hybrid,2013,56167,Fair,2000.0
BMW,Hybrid,2018,69331,Fair,19066.9
BMW,Luxury,2012,50255,Excellent,11974.5
Tesla,SUV,2011,94613,Excellent,11038.699999999999
BMW,Hybrid,2012,69721,Excellent,10027.9
Tesla,Sedan,2011,125883,Fair,2911.699999999999
Toyota,Luxury,2010,85346,Good,2000.0
BMW,Luxury,2019,30389,Excellent,24461.1
Honda,Luxury,2010,123008,Excellent,2000.0
BMW,Sedan,2020,106227,Good,18377.3
Ford,SUV,2014,1250,Fair,9875.0
Ford,Luxury,2013,86294,Good,2000.0
Ford,SUV,2016,93306,Fair,3669.3999999999996
Honda,Luxury,2018,38543,Good,7145.7
Toyota,Luxury,2020,144007,Fair,2000.0
Tesla,Sedan,2017,115797,Good,12920.3
Ford,Luxury,2023,3954,Fair,18104.6
Tesla,Hybrid,2012,32654,Excellent,13734.6
Ford,SUV,2016,104912,Excellent,2508.7999999999993
Ford,Sedan,2017,99209,Excellent,2000.0
Honda,Luxury,2013,112928,Fair,2000.0
Tesla,Hybrid,2013,120229,Fair,6477.0999999999985
Honda,SUV,2020,105600,Fair,8440.0
BMW,Luxury,2014,45784,Fair,15421.599999999999
Toyota,SUV,2021,119268,Excellent,8573.199999999999
Tesla,SUV,2011,92890,Fair,11211.0
Tesla,Luxury,2017,46263,Good,19873.7
Toyota,Luxury,2019,49550,Excellent,7545.0
Ford,Hybrid,2021,147333,Excellent,2000.0
BMW,Luxury,2021,61731,Excellent,24326.9
Honda,Hybrid,2018,69436,Fair,4056.3999999999996
BMW,Luxury,2017,46085,Good,19891.5
Tesla,Hybrid,2020,73558,Fair,21644.2
Ford,Sedan,2012,52801,Fair,2000.0
Tesla,Hybrid,2022,123522,Fair,19647.8
Ford,SUV,2013,116098,Good,2000.0
BMW,Luxury,2016,95181,Fair,13481.9
Ford,Hybrid,2016,11060,Excellent,6894.0
Ford,Sedan,2010,67972,Good,2000.0
Honda,Hybrid,2021,44052,Excellent,11094.8
Toyota,Luxury,2019,28208,Fair,9679.2
Honda,SUV,2019,49762,Good,12523.8
BMW,SUV,2014,128779,Good,12122.099999999999
Honda,SUV,2021,126400,Good,7860.0
Tesla,SUV,2011,77485,Good,12751.5
Honda,Luxury,2012,26496,Fair,2000.0
BMW,SUV,2012,121391,Excellent,9860.9
Ford,SUV,2011,20906,Excellent,3409.4
BMW,Hybrid,2023,83030,Excellent,25197.0
Honda,SUV,2016,149059,Excellent,2000.0
BMW,SUV,2014,16320,Fair,23368.0
Toyota,Luxury,2012,129726,Excellent,2000.0
Ford,SUV,2013,72008,Fair,2000.0
Toyota,Sedan,2023,131879,Excellent,5312.0999999999985
Ford,Hybrid,2023,113351,Excellent,7164.9
Ford,Hybrid,2021,9090,Good,14591.0
Ford,SUV,2012,89203,Good,2000.0
Tesla,Luxury,2019,50076,Good,22492.4
Ford,Hybrid,2019,146197,Good,2000.0
Tesla,SUV,2020,6237,Excellent,33376.3
Honda,Sedan,2018,56456,Fair,5354.4
BMW,Luxury,2020,48364,Good,24163.6
Honda,Sedan,2014,121463,Good,2000.0
Honda,Sedan,2012,59925,Good,2000.0
Toyota,Hybrid,2013,67826,Fair,2000.0
BMW,SUV,2010,83538,Fair,10646.199999999999
Tesla,Sedan,2018,40004,Fair,21999.6
Honda,Sedan,2022,107453,Excellent,6254.699999999999
Ford,Hybrid,2016,136242,Fair,2000.0
Toyota,SUV,2011,36605,Good,2000.0
Tesla,Sedan,2020,13747,Fair,27625.3
BMW,Sedan,2023,47282,Good,28771.8
Toyota,Sedan,2015,85367,Good,2000.0
Toyota,Luxury,2016,117744,Fair,2000.0
Toyota,Sedan,2013,97499,Fair,2000.0
Tesla,Hybrid,2013,147421,Good,3757.8999999999996
Ford,Hybrid,2010,12435,Excellent,2000.0
Tesla,Sedan,2018,102785,Fair,15721.5
Tesla,SUV,2017,9543,Good,28545.7
Honda,Sedan,2019,1002,Excellent,12399.8
Tesla,Sedan,2023,96774,Good,23822.6
BMW,Sedan,2010,38569,Excellent,10143.1
BMW,Sedan,2011,114118,Fair,4088.199999999999
Ford,Hybrid,2018,9352,Good,10064.8
BMW,Hybrid,2022,49631,Good,27036.9
Tesla,Luxury,2012,140356,Fair,2964.3999999999996
Toyota,Sedan,2022,100215,Fair,6978.5
BMW,Hybrid,2018,109362,Fair,15063.8
Honda,Sedan,2021,34472,Excellent,12052.8
Honda,Hybrid,2013,131628,Good,2000.0
Honda,Hybrid,2022,97805,Good,7219.5
Tesla,SUV,2020,147011,Excellent,19298.9
Ford,Sedan,2017,81763,Excellent,2000.0
BMW,Sedan,2012,112882,Good,5711.799999999999
Tesla,SUV,2013,127168,Fair,10783.199999999999
Ford,Luxury,2019,48400,Excellent,7660.0
Ford,Luxury,2012,15489,Fair,2000.0
BMW,Luxury,2016,13712,Fair,21628.8
Honda,Sedan,2013,104654,Fair,2000.0
Tesla,Hybrid,2016,83559,Excellent,14644.1
BMW,Hybrid,2012,56379,Fair,11362.099999999999
Tesla,Luxury,2010,95873,Good,4412.699999999999
Tesla,SUV,2014,107516,Fair,14248.4
Toyota,Luxury,2021,24917,Good,13008.3
Honda,SUV,2019,135707,Excellent,3929.2999999999993
BMW,SUV,2016,47200,Good,23280.0
Tesla,SUV,2023,120495,Good,26450.5
BMW,Hybrid,2018,133516,Good,12648.4
Ford,Hybrid,2013,93456,Excellent,2000.0
Honda,SUV,2021,101382,Good,10361.8
Toyota,SUV,2018,8997,Excellent,15100.3
Honda,Luxury,2023,57427,Fair,12757.3
Honda,Luxury,2019,109121,Good,2000.0
BMW,Sedan,2018,92595,Fair,16740.5
Tesla,SUV,2021,138197,Excellent,21680.3
Toyota,Hybrid,2012,100043,Good,2000.0
BMW,SUV,2023,64981,Fair,32001.9
Honda,Sedan,2015,115548,Excellent,2000.0
Toyota,Luxury,2010,105804,Good,2000.0
Toyota,Sedan,2017,23443,Excellent,7155.7
Tesla,Hybrid,2011,92948,Fair,6205.199999999999
BMW,Luxury,2010,42147,Good,9785.3
BMW,Sedan,2015,135928,Fair,7907.199999999999
Tesla,Luxury,2020,21362,Fair,26863.8
Toyota,Luxury,2012,39428,Excellent,2000.0
Tesla,Hybrid,2011,38223,Good,11677.7
Honda,SUV,2011,49900,Fair,2000.0
BMW,Hybrid,2022,114705,Good,20529.5
Ford,Hybrid,2010,29124,Excellent,2000.0
Tesla,SUV,2023,116627,Good,26837.3
Toyota,Hybrid,2011,50636,Fair,2000.0
Honda,Sedan,2022,134858,Good,3514.199999999999
Honda,Sedan,2017,25194,Good,6980.6
Toyota,SUV,2012,27090,Good,4291.0
Honda,Luxury,2016,135795,Fair,2000.0
Tesla,Luxury,2011,105195,Good,4980.5
Honda,Luxury,2016,74665,Fair,2000.0
BMW,Hybrid,2010,22533,Good,11746.7
BMW,Luxury,2016,86157,Good,14384.3
BMW,Sedan,2018,21231,Good,23876.9
Honda,SUV,2012,53117,Good,2000.0
Toyota,SUV,2010,17263,Fair,2273.7
Ford,Hybrid,2017,117348,Fair,2000.0
Toyota,Luxury,2018,76991,Excellent,3300.8999999999996
Toyota,Hybrid,2011,38229,Fair,2000.0
Honda,SUV,2019,101112,Fair,7388.799999999999
Ford,Sedan,2013,90613,Good,2000.0
Ford,SUV,2023,143827,Fair,9117.3
Tesla,Hybrid,2014,49729,Excellent,15027.099999999999
Ford,Hybrid,2012,115159,Excellent,2000.0
BMW,Luxury,2013,88510,Excellent,9649.0
Tesla,SUV,2018,128429,Good,18157.1
BMW,Sedan,2022,54664,Excellent,26533.6
Honda,Hybrid,2017,70211,Excellent,2478.8999999999996
Ford,Luxury,2011,129500,Good,2000.0
Tesla,SUV,2019,70307,Fair,25469.3
Ford,SUV,2015,126625,Fair,2000.0
Tesla,Sedan,2017,7860,Fair,23714.0
Tesla,Hybrid,2011,80208,Excellent,7479.2
BMW,Sedan,2019,16070,Good,25893.0
BMW,Hybrid,2012,50832,Excellent,11916.8
Ford,Luxury,2018,19381,Excellent,9061.9
Ford,SUV,2016,130081,Excellent,2000.0
Tesla,Sedan,2020,95897,Good,19410.3
Tesla,Luxury,2013,8718,Excellent,17628.2
Honda,Luxury,2012,122881,Excellent,2000.0
BMW,Hybrid,2018,75109,Fair,18489.1
BMW,Hybrid,2017,38356,Good,20664.4
BMW,Luxury,2011,95871,Fair,5912.9
Toyota,Hybrid,2011,104167,Fair,2000.0
Honda,SUV,2016,4292,Fair,12570.8
Toyota,Luxury,2022,101935,Fair,6806.5
Toyota,Luxury,2014,130257,Good,2000.0
Tesla,SUV,2012,51390,Excellent,16861.0
Toyota,Luxury,2016,110611,Excellent,2000.0
Toyota,Luxury,2019,47884,Fair,7711.599999999999
Ford,SUV,2017,67121,Good,7787.9
Tesla,Hybrid,2015,28477,Fair,18652.3
BMW,Hybrid,2010,110006,Fair,2999.3999999999996
Toyota,Luxury,2020,148403,Good,2000.0
Tesla,Hybrid,2023,100445,Fair,23455.5
Toyota,SUV,2017,77585,Good,6741.5
BMW,Sedan,2022,70110,Fair,24989.0
Tesla,SUV,2010,34118,Excellent,15588.2
BMW,Sedan,2013,7383,Excellent,17761.7
Toyota,SUV,2019,138170,Excellent,3683.0
Tesla,Hybrid,2010,50328,Good,8967.2
Ford,Sedan,2020,129385,Good,2000.0
BMW,Sedan,2014,17085,Fair,18291.5
Ford,Hybrid,2012,102592,Fair,2000.0
Tesla,Hybrid,2013,10687,Excellent,17431.3
Tesla,SUV,2011,15279,Excellent,18972.1
Ford,Sedan,2022,103201,Good,6679.9
BMW,Sedan,2019,96377,Excellent,17862.3
Tesla,Hybrid,2010,61820,Fair,7818.0
Honda,Hybrid,2023,104547,Excellent,8045.299999999999
Ford,Hybrid,2020,125689,Excellent,2000.0
Toyota,Hybrid,2013,29139,Fair,2000.0
Tesla,Hybrid,2023,95922,Good,23907.8
BMW,Luxury,2011,24353,Good,13064.7
Toyota,Sedan,2013,8548,Excellent,2645.2
Ford,SUV,2010,37218,Fair,2000.0
Ford,SUV,2016,68690,Excellent,6131.0
Honda,Luxury,2022,64045,Fair,10595.5
Ford,Hybrid,2019,107882,Fair,2000.0
Toyota,Sedan,2017,4102,Excellent,9089.8
BMW,Sedan,2018,88360,Excellent,17164.0
Toyota,Sedan,2019,121278,Good,2000.0
Honda,SUV,2022,8179,Fair,21182.1
BMW,Luxury,2010,89630,Excellent,5037.0
Honda,Luxury,2022,83227,Excellent,8677.3
Honda,Sedan,2022,86013,Excellent,8398.699999999999
BMW,Luxury,2013,139052,Good,4594.799999999999
Tesla,Hybrid,2010,62751,Good,7724.9
BMW,SUV,2015,118449,Excellent,14655.099999999999
BMW,Hybrid,2010,137596,Excellent,2000.0
BMW,Hybrid,2017,27765,Fair,21723.5
Tesla,Sedan,2021,112876,Fair,19212.4
Toyota,Hybrid,2010,99435,Good,2000.0
Toyota,Sedan,2023,10309,Fair,17469.1
Ford,SUV,2010,147200,Good,2000.0
Ford,Hybrid,2010,39591,Good,2000.0
Ford,Sedan,2011,58391,Good,2000.0
Toyota,SUV,2023,78502,Good,15649.8
Ford,Hybrid,2014,40157,Fair,2000.0
BMW,Luxury,2019,70563,Good,20443.7
BMW,SUV,2010,11895,Good,17810.5
Toyota,SUV,2020,77568,Fair,11243.2
Ford,SUV,2012,27467,Excellent,4253.299999999999
BMW,Sedan,2023,93893,Excellent,24110.699999999997
Ford,Hybrid,2010,6363,Excellent,2000.0
Honda,Sedan,2011,88814,Good,2000.0
Toyota,Luxury,2014,12817,Good,3718.3
Ford,SUV,2022,149347,Fair,7065.299999999999
Ford,SUV,2021,110271,Fair,9472.9
Ford,Sedan,2010,52521,Good,2000.0
BMW,SUV,2015,86974,Excellent,17802.6
Ford,SUV,2016,97855,Fair,3214.5
Honda,Hybrid,2018,139903,Fair,2000.0
Tesla,Sedan,2015,62537,Good,15246.3
Toyota,Sedan,2016,15243,Fair,6475.7
Ford,Hybrid,2019,47045,Excellent,7795.5
Toyota,Sedan,2011,143628,Good,2000.0
Ford,Hybrid,2011,53890,Excellent,2000.0
Ford,Luxury,2013,142028,Fair,2000.0
Honda,Luxury,2013,111804,Fair,2000.0
Tesla,Sedan,2022,79989,Good,24001.1
Honda,Hybrid,2023,29811,Good,15518.9
Toyota,SUV,2013,38134,Excellent,4686.6
Toyota,Luxury,2010,19354,Fair,2000.0
Ford,Sedan,2011,56419,Excellent,2000.0
BMW,SUV,2018,17782,Excellent,29221.8
Toyota,SUV,2010,78886,Good,2000.0
Honda,Luxury,2011,115435,Excellent,2000.0
Tesla,Luxury,2013,36079,Fair,14892.1
BMW,Luxury,2023,107155,Excellent,22784.5
Tesla,SUV,2022,81552,Excellent,28844.8
BMW,SUV,2016,113880,Good,16612.0
Honda,SUV,2015,144739,Excellent,2000.0
Honda,Luxury,2013,55963,Excellent,2000.0
Ford,Hybrid,2014,51615,Excellent,2000.0
BMW,Sedan,2015,12257,Fair,20274.3
Ford,Hybrid,2016,107382,Good,2000.0
Tesla,Hybrid,2014,41364,Excellent,15863.599999999999
BMW,Hybrid,2014,73433,Excellent,12656.7
Honda,Sedan,2019,96127,Excellent,2887.2999999999993
Honda,Luxury,2023,95211,Fair,8978.9
Tesla,SUV,2020,126432,Excellent,21356.8
Ford,Sedan,2017,129828,Good,2000.0
Ford,SUV,2019,131262,Good,4373.799999999999
Ford,Sedan,2023,40902,Excellent,14409.8
Ford,Sedan,2021,99085,Excellent,5591.5
Ford,Hybrid,2011,79238,Excellent,2000.0
Toyota,Luxury,2010,143233,Fair,2000.0
Toyota,Luxury,2022,28924,Good,14107.6
Tesla,Hybrid,2022,134532,Good,18546.8
BMW,Sedan,2018,806,Excellent,25919.4
BMW,Hybrid,2020,12,Fair,28998.8
BMW,SUV,2017,139860,Excellent,15514.0
BMW,SUV,2015,17806,Fair,24719.4
Toyota,SUV,2016,76507,Good,5349.299999999999
Toyota,Luxury,2012,123179,Good,2000.0
Tesla,SUV,2014,6319,Fair,24368.1
Honda,Luxury,2018,3358,Excellent,10664.2
BMW,Luxury,2010,44170,Good,9583.0
Toyota,SUV,2010,49468,Fair,2000.0
Honda,Hybrid,2017,105294,Fair,2000.0
BMW,Luxury,2010,15349,Good,12465.1
BMW,Luxury,2019,76679,Excellent,19832.1
Honda,SUV,2023,82883,Fair,15211.699999999999
Tesla,Sedan,2022,78596,Excellent,24140.4
Honda,Sedan,2014,128963,Fair,2000.0
BMW,Sedan,2022,61838,Fair,25816.2
Tesla,Luxury,2018,113861,Excellent,14613.9
Honda,Sedan,2017,137322,Excellent,2000.0
Tesla,Luxury,2012,3257,Good,16674.3
Honda,Luxury,2022,117613,Good,5238.699999999999
BMW,Hybrid,2012,6774,Fair,16322.6
BMW,SUV,2016,99950,Good,18005.0
BMW,Hybrid,2018,27331,Excellent,23266.9
Toyota,SUV,2016,86699,Fair,4330.1
BMW,Luxury,2020,44541,Fair,24545.9
Toyota,Luxury,2018,110696,Excellent,2000.0
Ford,Hybrid,2022,95489,Good,7451.1
BMW,Sedan,2012,108562,Fair,6143.799999999999
Honda,Sedan,2023,83327,Excellent,10167.3
Tesla,Sedan,2019,149192,Excellent,12580.8
Toyota,Hybrid,2018,31694,Excellent,7830.6
Ford,SUV,2010,70511,Fair,2000.0
Honda,Hybrid,2013,22526,Good,2000.0
BMW,SUV,2020,45712,Fair,29428.8
BMW,Hybrid,2011,141126,Good,2000.0
Honda,Sedan,2011,125215,Fair,2000.0
Honda,Hybrid,2013,112025,Good,2000.0
Toyota,Sedan,2021,69636,Fair,8536.4
Honda,Hybrid,2011,665,Excellent,2000.0
Honda,SUV,2022,36406,Fair,18359.4
Tesla,Sedan,2018,33953,Excellent,22604.7
Ford,SUV,2012,62942,Excellent,2000.0
BMW,Sedan,2019,69220,Fair,20578.0
Honda,SUV,2010,29768,Fair,2000.0
Ford,Sedan,2019,119515,Good,2000.0
BMW,Hybrid,2018,107448,Excellent,15255.199999999999
Ford,Hybrid,2016,75199,Good,2000.0
Tesla,Hybrid,2014,104687,Good,9531.3
BMW,Sedan,2021,126154,Fair,17884.6
BMW,Luxury,2016,100749,Excellent,12925.099999999999
Toyota,Hybrid,2010,63763,Excellent,2000.0
Honda,Luxury,2021,117223,Excellent,3777.699999999999
Ford,SUV,2014,93668,Excellent,2000.0
BMW,SUV,2019,147037,Good,17796.3
Ford,Sedan,2013,95441,Excellent,2000.0
Tesla,Sedan,2017,47330,Fair,19767.0
BMW,Luxury,2021,47468,Excellent,25753.2
Toyota,SUV,2017,135219,Good,2000.0
